type, degree, size, action, cmp_count, swaps_count, cpu_cycles
vector,8,100,insert, 1,0,72
vector,8,100,sort, 1530,269,32832
vector,8,100,build, 132,13,3420
vector,8,100,pop, 18,3,531
vector,8,100,insert, 1,0,99
vector,8,100,sort, 1467,269,32202
vector,8,100,build, 129,15,3312
vector,8,100,pop, 20,4,621
vector,8,100,insert, 1,0,108
vector,8,100,sort, 1483,268,32706
vector,8,100,build, 129,13,3249
vector,8,100,pop, 27,4,693
vector,8,100,insert, 2,1,198
vector,8,100,sort, 1525,273,33408
vector,8,100,build, 129,13,3645
vector,8,100,pop, 27,4,747
vector,8,100,insert, 1,0,117
vector,8,100,sort, 1537,274,33831
vector,8,100,build, 129,14,3501
vector,8,100,pop, 18,3,576
vector,8,100,insert, 2,1,198
vector,8,100,sort, 1564,283,33876
vector,8,100,build, 123,13,3465
vector,8,100,pop, 18,2,477
vector,8,100,insert, 1,0,108
vector,8,100,sort, 1512,274,33021
vector,8,100,build, 129,12,3186
vector,8,100,pop, 18,3,513
vector,8,100,insert, 1,0,81
vector,8,100,sort, 1478,269,33003
vector,8,100,build, 120,11,3168
vector,8,100,pop, 27,4,801
vector,8,100,insert, 1,0,90
vector,8,100,sort, 1498,270,32598
vector,8,100,build, 132,13,3321
vector,8,100,pop, 18,3,558
vector,8,100,insert, 1,0,108
vector,8,100,sort, 1470,266,32427
vector,8,100,build, 129,14,3294
vector,8,100,pop, 18,3,522
vector,8,100,insert, 2,1,225
vector,8,100,sort, 1535,274,34398
vector,8,100,build, 129,13,3636
vector,8,100,pop, 18,3,513
vector,8,100,insert, 1,0,108
vector,8,100,sort, 1510,273,33606
vector,8,100,build, 129,11,3402
vector,8,100,pop, 18,3,549
vector,8,100,insert, 1,0,72
vector,8,100,sort, 1509,275,32913
vector,8,100,build, 129,14,3609
vector,8,100,pop, 27,4,648
vector,8,100,insert, 1,0,108
vector,8,100,sort, 1503,269,32832
vector,8,100,build, 129,15,3744
vector,8,100,pop, 27,4,738
vector,8,100,insert, 2,1,171
vector,8,100,sort, 1503,274,33453
vector,8,100,build, 138,16,4014
vector,8,100,pop, 18,2,441
vector,8,100,insert, 1,0,81
vector,8,100,sort, 1506,270,31698
vector,8,100,build, 123,14,3438
vector,8,100,pop, 27,3,567
vector,8,100,insert, 1,0,108
vector,8,100,sort, 1507,272,33498
vector,8,100,build, 138,14,3726
vector,8,100,pop, 18,3,585
vector,8,100,insert, 1,0,108
vector,8,100,sort, 1508,267,32517
vector,8,100,build, 138,15,3627
vector,8,100,pop, 18,3,477
vector,8,100,insert, 1,0,81
vector,8,100,sort, 1528,270,33507
vector,8,100,build, 120,12,3303
vector,8,100,pop, 18,2,432
vector,8,100,insert, 1,0,81
vector,8,100,sort, 1519,270,33300
vector,8,100,build, 129,14,3528
vector,8,100,pop, 18,3,585
vector,8,100,insert, 2,1,153
vector,8,100,sort, 1506,271,32562
vector,8,100,build, 129,12,3537
vector,8,100,pop, 18,3,576
vector,8,100,insert, 2,1,225
vector,8,100,sort, 1483,272,33813
vector,8,100,build, 138,14,3429
vector,8,100,pop, 27,4,747
vector,8,100,insert, 1,0,117
vector,8,100,sort, 1506,271,32877
vector,8,100,build, 138,15,3438
vector,8,100,pop, 18,3,459
vector,8,100,insert, 1,0,81
vector,8,100,sort, 1539,273,32508
vector,8,100,build, 123,14,3735
vector,8,100,pop, 18,3,603
vector,8,100,insert, 3,3,315
vector,8,100,sort, 1514,270,33336
vector,8,100,build, 129,13,3276
vector,8,100,pop, 18,3,576
vector,8,100,insert, 2,1,198
vector,8,100,sort, 1510,273,33192
vector,8,100,build, 120,12,3150
vector,8,100,pop, 18,3,594
vector,8,100,insert, 1,0,108
vector,8,100,sort, 1489,264,33111
vector,8,100,build, 129,15,3402
vector,8,100,pop, 18,3,477
vector,8,100,insert, 1,0,72
vector,8,100,sort, 1514,268,31914
vector,8,100,build, 129,14,3465
vector,8,100,pop, 18,3,594
vector,8,100,insert, 1,0,117
vector,8,100,sort, 1515,270,32175
vector,8,100,build, 123,14,3546
vector,8,100,pop, 27,4,738
vector,8,100,insert, 2,1,180
vector,8,100,sort, 1527,274,33282
vector,8,100,build, 120,14,3231
vector,8,100,pop, 18,3,585
vector,8,100,insert, 1,0,108
vector,8,100,sort, 1479,270,33894
vector,8,100,build, 138,16,3843
vector,8,100,pop, 18,3,576
vector,8,100,insert, 1,0,117
vector,8,100,sort, 1526,275,33210
vector,8,100,build, 138,12,3321
vector,8,100,pop, 18,3,504
vector,8,100,insert, 1,0,126
vector,8,100,sort, 1528,267,33651
vector,8,100,build, 129,14,3825
vector,8,100,pop, 18,3,558
vector,8,100,insert, 1,0,108
vector,8,100,sort, 1513,271,32868
vector,8,100,build, 129,15,3456
vector,8,100,pop, 27,4,648
vector,8,100,insert, 2,1,225
vector,8,100,sort, 1520,270,31932
vector,8,100,build, 129,14,3249
vector,8,100,pop, 18,3,504
vector,8,100,insert, 1,0,108
vector,8,100,sort, 1528,268,32481
vector,8,100,build, 120,13,3285
vector,8,100,pop, 18,3,585
vector,8,100,insert, 1,0,117
vector,8,100,sort, 1508,272,33426
vector,8,100,build, 138,15,4239
vector,8,100,pop, 18,3,513
vector,8,100,insert, 1,0,81
vector,8,100,sort, 1506,265,31959
vector,8,100,build, 123,15,3330
vector,8,100,pop, 18,3,567
vector,8,100,insert, 1,0,81
vector,8,100,sort, 1553,275,33543
vector,8,100,build, 138,14,3600
vector,8,100,pop, 18,3,540
vector,8,100,insert, 2,1,198
vector,8,100,sort, 1495,269,32922
vector,8,100,build, 138,14,3546
vector,8,100,pop, 18,3,558
vector,8,100,insert, 1,0,81
vector,8,100,sort, 1547,276,33354
vector,8,100,build, 129,15,3843
vector,8,100,pop, 27,4,684
vector,8,100,insert, 1,0,72
vector,8,100,sort, 1500,270,32400
vector,8,100,build, 129,14,3456
vector,8,100,pop, 18,3,585
vector,8,100,insert, 1,0,117
vector,8,100,sort, 1528,274,32148
vector,8,100,build, 129,13,3456
vector,8,100,pop, 18,3,567
vector,8,100,insert, 3,3,342
vector,8,100,sort, 1514,271,32274
vector,8,100,build, 129,14,3762
vector,8,100,pop, 27,4,684
vector,8,100,insert, 1,0,108
vector,8,100,sort, 1513,269,32607
vector,8,100,build, 138,15,3375
vector,8,100,pop, 18,2,450
vector,8,100,insert, 1,0,72
vector,8,100,sort, 1539,271,33480
vector,8,100,build, 129,14,3555
vector,8,100,pop, 18,3,531
vector,8,100,insert, 1,0,108
vector,8,100,sort, 1539,272,33354
vector,8,200,build, 248,26,5814
vector,8,200,pop, 27,4,639
vector,8,200,insert, 1,0,126
vector,8,200,sort, 3755,613,78066
vector,8,200,build, 250,24,6174
vector,8,200,pop, 18,3,594
vector,8,200,insert, 2,1,207
vector,8,200,sort, 3793,615,78912
vector,8,200,build, 259,25,6354
vector,8,200,pop, 18,3,549
vector,8,200,insert, 1,0,126
vector,8,200,sort, 3722,606,77238
vector,8,200,build, 259,28,6552
vector,8,200,pop, 27,4,729
vector,8,200,insert, 1,0,126
vector,8,200,sort, 3819,622,75708
vector,8,200,build, 259,28,6111
vector,8,200,pop, 27,4,729
vector,8,200,insert, 1,0,99
vector,8,200,sort, 3772,619,77823
vector,8,200,build, 257,26,6660
vector,8,200,pop, 27,4,720
vector,8,200,insert, 1,0,99
vector,8,200,sort, 3748,616,75888
vector,8,200,build, 257,24,5697
vector,8,200,pop, 27,4,738
vector,8,200,insert, 1,0,126
vector,8,200,sort, 3784,617,77283
vector,8,200,build, 250,23,6345
vector,8,200,pop, 27,4,801
vector,8,200,insert, 2,1,171
vector,8,200,sort, 3781,619,78264
vector,8,200,build, 257,26,6597
vector,8,200,pop, 27,3,576
vector,8,200,insert, 1,0,117
vector,8,200,sort, 3752,619,76914
vector,8,200,build, 259,27,6849
vector,8,200,pop, 27,4,801
vector,8,200,insert, 1,0,99
vector,8,200,sort, 3829,629,79857
vector,8,200,build, 259,27,6318
vector,8,200,pop, 27,4,639
vector,8,200,insert, 1,0,126
vector,8,200,sort, 3734,617,77040
vector,8,200,build, 259,26,6786
vector,8,200,pop, 27,4,693
vector,8,200,insert, 2,1,180
vector,8,200,sort, 3756,612,77103
vector,8,200,build, 250,27,6156
vector,8,200,pop, 27,4,702
vector,8,200,insert, 1,0,126
vector,8,200,sort, 3713,606,76797
vector,8,200,build, 259,25,6309
vector,8,200,pop, 18,3,657
vector,8,200,insert, 1,0,126
vector,8,200,sort, 3720,617,76878
vector,8,200,build, 259,26,7137
vector,8,200,pop, 27,4,801
vector,8,200,insert, 1,0,126
vector,8,200,sort, 3772,619,77346
vector,8,200,build, 259,28,6345
vector,8,200,pop, 27,4,594
vector,8,200,insert, 1,0,99
vector,8,200,sort, 3793,614,77292
vector,8,200,build, 259,25,6894
vector,8,200,pop, 27,4,747
vector,8,200,insert, 1,0,117
vector,8,200,sort, 3821,624,77976
vector,8,200,build, 257,24,6480
vector,8,200,pop, 27,4,846
vector,8,200,insert, 1,0,99
vector,8,200,sort, 3736,619,76878
vector,8,200,build, 257,23,6012
vector,8,200,pop, 27,4,693
vector,8,200,insert, 1,0,90
vector,8,200,sort, 3773,611,76617
vector,8,200,build, 257,26,7227
vector,8,200,pop, 27,4,702
vector,8,200,insert, 1,0,117
vector,8,200,sort, 3712,617,76779
vector,8,200,build, 259,26,6615
vector,8,200,pop, 27,4,684
vector,8,200,insert, 1,0,99
vector,8,200,sort, 3751,617,101173
vector,8,200,build, 259,23,6192
vector,8,200,pop, 27,4,792
vector,8,200,insert, 1,0,99
vector,8,200,sort, 3718,610,76437
vector,8,200,build, 257,24,6741
vector,8,200,pop, 18,3,630
vector,8,200,insert, 1,0,126
vector,8,200,sort, 3767,614,76077
vector,8,200,build, 259,27,7173
vector,8,200,pop, 27,4,603
vector,8,200,insert, 1,0,117
vector,8,200,sort, 3810,621,79371
vector,8,200,build, 259,26,6750
vector,8,200,pop, 27,4,702
vector,8,200,insert, 1,0,99
vector,8,200,sort, 3808,624,78516
vector,8,200,build, 250,25,6597
vector,8,200,pop, 27,4,711
vector,8,200,insert, 2,1,207
vector,8,200,sort, 3698,612,76410
vector,8,200,build, 259,27,7110
vector,8,200,pop, 27,4,657
vector,8,200,insert, 1,0,90
vector,8,200,sort, 3737,602,85041
vector,8,200,build, 250,26,6192
vector,8,200,pop, 18,3,585
vector,8,200,insert, 1,0,99
vector,8,200,sort, 3815,627,79263
vector,8,200,build, 259,28,6786
vector,8,200,pop, 27,4,801
vector,8,200,insert, 1,0,126
vector,8,200,sort, 3755,615,76626
vector,8,200,build, 259,27,7020
vector,8,200,pop, 18,3,585
vector,8,200,insert, 1,0,117
vector,8,200,sort, 3781,616,76851
vector,8,200,build, 259,27,7110
vector,8,200,pop, 27,4,675
vector,8,200,insert, 2,1,207
vector,8,200,sort, 3663,604,75150
vector,8,200,build, 259,27,6561
vector,8,200,pop, 27,4,747
vector,8,200,insert, 1,0,90
vector,8,200,sort, 3791,620,79038
vector,8,200,build, 250,23,6660
vector,8,200,pop, 18,3,513
vector,8,200,insert, 2,1,207
vector,8,200,sort, 3839,630,80748
vector,8,200,build, 257,26,6921
vector,8,200,pop, 27,4,864
vector,8,200,insert, 1,0,99
vector,8,200,sort, 3795,625,77652
vector,8,200,build, 259,25,6318
vector,8,200,pop, 18,2,486
vector,8,200,insert, 1,0,117
vector,8,200,sort, 3830,627,76275
vector,8,200,build, 257,29,6534
vector,8,200,pop, 27,4,792
vector,8,200,insert, 1,0,90
vector,8,200,sort, 3759,616,78822
vector,8,200,build, 259,21,6426
vector,8,200,pop, 27,4,747
vector,8,200,insert, 2,1,198
vector,8,200,sort, 3839,628,77400
vector,8,200,build, 250,27,7083
vector,8,200,pop, 24,4,702
vector,8,200,insert, 2,1,189
vector,8,200,sort, 3768,623,79020
vector,8,200,build, 250,25,6120
vector,8,200,pop, 27,4,603
vector,8,200,insert, 1,0,126
vector,8,200,sort, 3768,614,77598
vector,8,200,build, 259,28,6885
vector,8,200,pop, 27,4,639
vector,8,200,insert, 1,0,126
vector,8,200,sort, 3767,618,76338
vector,8,200,build, 259,26,6741
vector,8,200,pop, 27,4,783
vector,8,200,insert, 1,0,99
vector,8,200,sort, 3749,615,76842
vector,8,200,build, 248,28,6453
vector,8,200,pop, 27,4,720
vector,8,200,insert, 1,0,126
vector,8,200,sort, 3765,618,77994
vector,8,200,build, 250,24,5940
vector,8,200,pop, 27,4,783
vector,8,200,insert, 1,0,99
vector,8,200,sort, 3749,614,77994
vector,8,200,build, 259,25,6390
vector,8,200,pop, 24,4,792
vector,8,200,insert, 1,0,117
vector,8,200,sort, 3792,620,78138
vector,8,200,build, 250,24,6399
vector,8,200,pop, 27,4,648
vector,8,200,insert, 1,0,99
vector,8,200,sort, 3749,616,77688
vector,8,200,build, 257,28,6624
vector,8,200,pop, 27,4,783
vector,8,200,insert, 3,3,315
vector,8,200,sort, 3755,617,77193
vector,8,200,build, 248,27,6588
vector,8,200,pop, 27,4,774
vector,8,200,insert, 1,0,126
vector,8,200,sort, 3706,612,76932
vector,8,200,build, 259,28,6948
vector,8,200,pop, 18,2,468
vector,8,200,insert, 1,0,90
vector,8,200,sort, 3762,620,77787
vector,8,200,build, 259,27,7011
vector,8,200,pop, 27,4,702
vector,8,200,insert, 1,0,99
vector,8,200,sort, 3772,620,76869
vector,8,200,build, 259,28,6606
vector,8,200,pop, 18,3,540
vector,8,200,insert, 1,0,90
vector,8,200,sort, 3791,625,76905
vector,8,200,build, 259,23,6156
vector,8,200,pop, 27,4,675
vector,8,200,insert, 1,0,99
vector,8,200,sort, 3758,620,75663
vector,8,200,build, 250,28,6237
vector,8,200,pop, 27,4,828
vector,8,200,insert, 1,0,99
vector,8,200,sort, 3782,621,79290
vector,8,200,build, 250,28,5931
vector,8,200,pop, 18,3,540
vector,8,200,insert, 1,0,90
vector,8,200,sort, 3757,613,77679
vector,8,200,build, 259,29,6192
vector,8,200,pop, 27,4,684
vector,8,200,insert, 1,0,90
vector,8,200,sort, 3805,617,76329
vector,8,200,build, 257,25,6714
vector,8,200,pop, 27,4,684
vector,8,200,insert, 1,0,90
vector,8,200,sort, 3698,611,76428
vector,8,200,build, 259,26,6498
vector,8,200,pop, 18,3,477
vector,8,200,insert, 1,0,99
vector,8,200,sort, 3690,608,77526
vector,8,200,build, 257,27,6462
vector,8,200,pop, 24,4,765
vector,8,200,insert, 1,0,117
vector,8,200,sort, 3771,620,77841
vector,8,200,build, 259,28,6480
vector,8,200,pop, 27,4,621
vector,8,200,insert, 1,0,126
vector,8,200,sort, 3731,616,75834
vector,8,200,build, 259,26,6642
vector,8,200,pop, 18,3,630
vector,8,200,insert, 1,0,90
vector,8,200,sort, 3768,613,77931
vector,8,200,build, 257,26,6525
vector,8,200,pop, 27,4,639
vector,8,200,insert, 2,1,216
vector,8,200,sort, 3721,611,75852
vector,8,200,build, 259,25,6624
vector,8,200,pop, 27,4,765
vector,8,200,insert, 1,0,99
vector,8,200,sort, 3775,619,76779
vector,8,200,build, 257,28,6660
vector,8,200,pop, 24,4,711
vector,8,200,insert, 2,1,207
vector,8,200,sort, 3803,616,77868
vector,8,200,build, 259,23,6309
vector,8,200,pop, 18,3,540
vector,8,200,insert, 1,0,126
vector,8,200,sort, 3746,621,77670
vector,8,200,build, 259,26,5994
vector,8,200,pop, 27,4,738
vector,8,200,insert, 1,0,90
vector,8,200,sort, 3725,614,77382
vector,8,200,build, 259,25,6786
vector,8,200,pop, 18,3,603
vector,8,200,insert, 1,0,90
vector,8,200,sort, 3789,620,78993
vector,8,200,build, 259,26,6759
vector,8,200,pop, 27,4,648
vector,8,200,insert, 1,0,63
vector,8,200,sort, 3746,619,78417
vector,8,200,build, 259,25,6597
vector,8,200,pop, 27,4,657
vector,8,200,insert, 1,0,117
vector,8,200,sort, 3792,628,77445
vector,8,200,build, 257,24,6498
vector,8,200,pop, 27,4,765
vector,8,200,insert, 1,0,90
vector,8,200,sort, 3715,610,76095
vector,8,200,build, 259,28,6885
vector,8,200,pop, 27,4,711
vector,8,200,insert, 1,0,126
vector,8,200,sort, 3782,617,76824
vector,8,200,build, 259,26,6678
vector,8,200,pop, 27,4,693
vector,8,200,insert, 1,0,126
vector,8,200,sort, 3776,620,77472
vector,8,200,build, 259,28,6372
vector,8,200,pop, 27,4,720
vector,8,200,insert, 1,0,99
vector,8,200,sort, 3780,623,76851
vector,8,200,build, 250,26,6228
vector,8,200,pop, 18,3,594
vector,8,200,insert, 1,0,99
vector,8,200,sort, 3736,612,75168
vector,8,200,build, 259,27,6246
vector,8,200,pop, 24,3,549
vector,8,200,insert, 1,0,63
vector,8,200,sort, 3863,632,78174
vector,8,200,build, 250,25,6138
vector,8,200,pop, 27,4,666
vector,8,200,insert, 1,0,126
vector,8,200,sort, 3809,622,77067
vector,8,200,build, 259,27,6858
vector,8,200,pop, 18,3,513
vector,8,200,insert, 1,0,126
vector,8,200,sort, 3754,614,78156
vector,8,200,build, 259,28,6282
vector,8,200,pop, 27,4,747
vector,8,200,insert, 1,0,72
vector,8,200,sort, 3791,620,76023
vector,8,200,build, 259,27,6210
vector,8,200,pop, 27,4,702
vector,8,200,insert, 1,0,117
vector,8,200,sort, 3841,629,78723
vector,8,200,build, 259,28,6354
vector,8,200,pop, 27,4,657
vector,8,200,insert, 1,0,333
vector,8,200,sort, 3720,618,76536
vector,8,200,build, 250,25,6363
vector,8,200,pop, 18,3,630
vector,8,200,insert, 2,1,252
vector,8,200,sort, 3750,621,79416
vector,8,200,build, 259,28,6651
vector,8,200,pop, 27,4,765
vector,8,200,insert, 2,1,198
vector,8,200,sort, 3713,613,76374
vector,8,200,build, 259,27,6822
vector,8,200,pop, 27,4,594
vector,8,200,insert, 1,0,126
vector,8,200,sort, 3736,611,75762
vector,8,200,build, 250,27,6417
vector,8,200,pop, 18,3,567
vector,8,200,insert, 1,0,99
vector,8,200,sort, 3823,625,78876
vector,8,200,build, 259,24,6075
vector,8,200,pop, 27,4,693
vector,8,200,insert, 1,0,90
vector,8,200,sort, 3743,618,78615
vector,8,200,build, 259,25,6768
vector,8,200,pop, 27,4,702
vector,8,200,insert, 1,0,90
vector,8,200,sort, 3791,618,77031
vector,8,200,build, 259,26,6615
vector,8,200,pop, 24,4,702
vector,8,200,insert, 1,0,90
vector,8,200,sort, 3745,613,77067
vector,8,200,build, 259,24,7011
vector,8,200,pop, 27,4,666
vector,8,200,insert, 1,0,90
vector,8,200,sort, 3782,623,79065
vector,8,200,build, 257,26,6696
vector,8,200,pop, 18,3,630
vector,8,200,insert, 1,0,81
vector,8,200,sort, 3736,618,76923
vector,8,200,build, 259,28,6732
vector,8,200,pop, 18,3,540
vector,8,200,insert, 1,0,90
vector,8,200,sort, 3795,617,77139
vector,8,200,build, 259,25,6381
vector,8,200,pop, 27,4,720
vector,8,200,insert, 1,0,90
vector,8,200,sort, 3816,623,632394
vector,8,200,build, 259,27,6255
vector,8,200,pop, 27,4,648
vector,8,200,insert, 2,1,171
vector,8,200,sort, 3726,615,75780
vector,8,200,build, 250,26,6732
vector,8,200,pop, 27,4,621
vector,8,200,insert, 1,0,90
vector,8,200,sort, 3783,616,75861
vector,8,200,build, 259,27,6849
vector,8,200,pop, 24,4,747
vector,8,200,insert, 1,0,90
vector,8,200,sort, 3727,615,79308
vector,8,200,build, 259,24,6255
vector,8,200,pop, 18,3,639
vector,8,200,insert, 1,0,90
vector,8,200,sort, 3773,615,76833
vector,8,200,build, 250,27,6426
vector,8,200,pop, 27,4,738
vector,8,200,insert, 1,0,90
vector,8,200,sort, 3817,618,77310
vector,8,200,build, 250,25,6372
vector,8,200,pop, 27,4,693
vector,8,200,insert, 1,0,90
vector,8,200,sort, 3801,619,79947
vector,8,200,build, 259,27,6291
vector,8,200,pop, 27,4,621
vector,8,200,insert, 2,1,180
vector,8,200,sort, 3756,619,77292
vector,8,200,build, 250,28,6462
vector,8,200,pop, 18,3,594
vector,8,200,insert, 1,0,297
vector,8,200,sort, 3793,622,77040
vector,8,200,build, 259,27,6507
vector,8,200,pop, 27,4,684
vector,8,200,insert, 1,0,117
vector,8,200,sort, 3831,619,77193
vector,8,200,build, 259,27,6471
vector,8,200,pop, 27,4,720
vector,8,200,insert, 1,0,90
vector,8,200,sort, 3831,627,76545
vector,8,200,build, 259,27,7002
vector,8,200,pop, 18,3,531
vector,8,200,insert, 1,0,117
vector,8,200,sort, 3725,604,77670
vector,8,300,build, 390,42,9225
vector,8,300,pop, 27,4,801
vector,8,300,insert, 1,0,108
vector,8,300,sort, 6207,982,125847
vector,8,300,build, 390,37,9684
vector,8,300,pop, 27,4,648
vector,8,300,insert, 1,0,108
vector,8,300,sort, 6199,978,125460
vector,8,300,build, 390,43,8406
vector,8,300,pop, 27,4,828
vector,8,300,insert, 1,0,63
vector,8,300,sort, 6180,989,126900
vector,8,300,build, 390,38,9072
vector,8,300,pop, 27,4,693
vector,8,300,insert, 1,0,117
vector,8,300,sort, 6190,985,123336
vector,8,300,build, 390,40,8955
vector,8,300,pop, 18,3,558
vector,8,300,insert, 1,0,108
vector,8,300,sort, 6294,994,124686
vector,8,300,build, 390,41,9396
vector,8,300,pop, 27,4,630
vector,8,300,insert, 1,0,99
vector,8,300,sort, 6204,988,125838
vector,8,300,build, 390,42,9198
vector,8,300,pop, 27,4,783
vector,8,300,insert, 2,1,243
vector,8,300,sort, 6187,985,152014
vector,8,300,build, 384,41,9342
vector,8,300,pop, 27,4,729
vector,8,300,insert, 2,1,261
vector,8,300,sort, 6242,982,125289
vector,8,300,build, 390,44,9954
vector,8,300,pop, 27,3,648
vector,8,300,insert, 1,0,108
vector,8,300,sort, 6228,989,126216
vector,8,300,build, 390,40,9135
vector,8,300,pop, 27,4,711
vector,8,300,insert, 1,0,108
vector,8,300,sort, 6170,974,125334
vector,8,300,build, 390,39,9306
vector,8,300,pop, 27,4,729
vector,8,300,insert, 1,0,108
vector,8,300,sort, 6195,982,123048
vector,8,300,build, 390,43,9621
vector,8,300,pop, 27,4,756
vector,8,300,insert, 1,0,81
vector,8,300,sort, 6203,987,125667
vector,8,300,build, 390,39,9279
vector,8,300,pop, 27,4,792
vector,8,300,insert, 2,1,234
vector,8,300,sort, 6203,983,123939
vector,8,300,build, 381,41,9558
vector,8,300,pop, 27,3,666
vector,8,300,insert, 1,0,117
vector,8,300,sort, 6339,1003,126171
vector,8,300,build, 381,39,9180
vector,8,300,pop, 27,4,675
vector,8,300,insert, 1,0,81
vector,8,300,sort, 6197,990,123669
vector,8,300,build, 381,38,9144
vector,8,300,pop, 27,4,774
vector,8,300,insert, 1,0,108
vector,8,300,sort, 6274,999,129366
vector,8,300,build, 390,40,9459
vector,8,300,pop, 27,4,648
vector,8,300,insert, 2,1,216
vector,8,300,sort, 6179,974,124578
vector,8,300,build, 390,42,9630
vector,8,300,pop, 27,4,693
vector,8,300,insert, 2,1,198
vector,8,300,sort, 6189,986,125217
vector,8,300,build, 390,41,10098
vector,8,300,pop, 18,3,567
vector,8,300,insert, 1,0,108
vector,8,300,sort, 6171,973,125874
vector,8,300,build, 390,42,9576
vector,8,300,pop, 27,4,819
vector,8,300,insert, 1,0,117
vector,8,300,sort, 6204,982,124668
vector,8,300,build, 390,41,9351
vector,8,300,pop, 27,4,684
vector,8,300,insert, 1,0,108
vector,8,300,sort, 6276,993,126918
vector,8,300,build, 390,40,9594
vector,8,300,pop, 18,3,531
vector,8,300,insert, 1,0,117
vector,8,300,sort, 6191,979,125361
vector,8,300,build, 372,36,9144
vector,8,300,pop, 27,4,774
vector,8,300,insert, 1,0,81
vector,8,300,sort, 6197,982,125685
vector,8,300,build, 384,39,9387
vector,8,300,pop, 27,4,765
